1.000000000000000048e-04 3.519151602959696284e-02
1.006935148416371025e-04 3.518650504730631151e-02
1.013918393116299135e-04 3.520044448165888379e-02
1.020950067654649015e-04 3.518864653259989178e-02
1.028030507899538109e-04 3.518363432840947852e-02
1.035160052048378658e-04 3.518535813236609716e-02
1.042339040644032447e-04 3.518652766685401861e-02
1.049567816591076553e-04 3.517704499043552979e-02
1.056846725172182243e-04 3.516710848470411266e-02
1.064176114064606919e-04 3.517922264165619650e-02
1.071556333356801918e-04 3.517556646996215786e-02
1.078987735565133761e-04 3.516490541065023234e-02
1.086470675650721946e-04 3.517120252202522029e-02
1.094005511036394651e-04 3.516612396975688642e-02
1.101592601623759769e-04 3.516920037368816143e-02
1.109232309810396827e-04 3.516989830752950685e-02
1.116925000507166008e-04 3.515731622322725708e-02
1.124671041155638461e-04 3.515773582055315566e-02
1.132470801745647361e-04 3.515851140620256110e-02
1.140324654832960006e-04 3.514942986250475798e-02
1.148232975557073634e-04 3.513923732491689572e-02
1.156196141659133223e-04 3.513396724921054315e-02
1.164214533499974914e-04 3.513064791092977007e-02
1.172288534078293318e-04 3.513328487295871994e-02
1.180418529048936333e-04 3.514166179165225529e-02
1.188604906741323850e-04 3.512638212371870655e-02
1.196848058178001699e-04 3.511745840350525422e-02
1.205148377093311616e-04 3.511486295548994774e-02
1.213506259952202416e-04 3.511332744509950560e-02
1.221922105969166128e-04 3.510392830783202328e-02
1.230396317127307082e-04 3.511327147533516158e-02
1.238929298197541092e-04 3.509955962183850670e-02
1.247521456757931524e-04 3.510814052044959610e-02
1.256173203213155202e-04 3.509481477372554392e-02
1.264884950814106404e-04 3.510098288793110644e-02
1.273657115677636394e-04 3.508771203098428465e-02
1.282490116806427928e-04 3.509520821734141149e-02
1.291384376109009626e-04 3.510158413847407760e-02
1.300340318419908043e-04 3.506846954183476944e-02
1.309358371519941488e-04 3.507438296448073950e-02
1.318438966156649920e-04 3.507420119045100843e-02
1.327582536064873104e-04 3.507050924567665928e-02
1.336789517987465106e-04 3.506323229829257787e-02
1.346060351696157329e-04 3.505832114084519308e-02
1.355395480012562754e-04 3.504575677058046485e-02
1.364795348829328460e-04 3.504739761693709266e-02
1.374260407131432603e-04 3.503960681247633713e-02
1.383791107017631565e-04 3.503746265750130873e-02
1.393387903722053192e-04 3.503158321719896523e-02
1.403051255635941554e-04 3.502433083092041516e-02
1.412781624329552681e-04 3.501763348038720858e-02
1.422579474574199641e-04 3.500858931442701188e-02
1.432445274364454839e-04 3.501756217194935267e-02
1.442379494940501650e-04 3.500459522803284207e-02
1.452382610810644360e-04 3.499844747252588151e-02
1.462455099773972596e-04 3.500014313345017197e-02
1.472597442943183782e-04 3.498451770259843052e-02
1.482810124767563076e-04 3.498954664568931089e-02
1.493093633056123768e-04 3.497558060773263422e-02
1.503448459000906513e-04 3.497628452416577660e-02
1.513875097200442278e-04 3.496800530393357614e-02
1.524374045683375212e-04 3.495634738713953443e-02
1.534945805932253567e-04 3.495428602236561738e-02
1.545590882907479989e-04 3.495575330350083471e-02
1.556309785071433125e-04 3.495333320594504189e-02
1.567103024412754020e-04 3.493508217184977671e-02
1.577971116470800296e-04 3.491551695611947587e-02
1.588914580360271912e-04 3.491566819388446097e-02
1.599933938796006317e-04 3.491220693363165234e-02
1.611029718117945738e-04 3.488963133317025955e-02
1.622202448316277924e-04 3.491169376487824466e-02
1.633452663056751729e-04 3.489479242892178784e-02
1.644780899706165076e-04 3.488910392576009128e-02
1.656187699358041305e-04 3.488297162028673043e-02
1.667673606858455682e-04 3.487322417716472167e-02
1.679239170832083898e-04 3.486071291900869756e-02
1.690884943708388264e-04 3.486046580381588211e-02
1.702611481748012880e-04 3.484984752489118237e-02
1.714419345069352824e-04 3.483454965174074408e-02
1.726309097675306301e-04 3.483041158574008700e-02
1.738281307480215980e-04 3.482578462338112302e-02
1.750336546336994919e-04 3.482025079318974009e-02
1.762475390064440059e-04 3.481358475048571682e-02
1.774698418474738432e-04 3.481077702005447999e-02
1.787006215401159583e-04 3.479626760022565268e-02
1.799399368725944229e-04 3.477316028273308435e-02
1.811878470408382930e-04 3.477102276306329176e-02
1.824444116513092350e-04 3.476664434433887618e-02
1.837096907238485594e-04 3.476113410954178445e-02
1.849837446945440411e-04 3.474394037119004491e-02
1.862666344186167974e-04 3.474413064870091050e-02
1.875584211733278173e-04 3.472443482597059594e-02
1.888591666609050902e-04 3.472183423991285350e-02
1.901689330114906032e-04 3.470862303224898915e-02
1.914877827861082092e-04 3.471342316410061524e-02
1.928157789796516874e-04 3.470419852385005222e-02
1.941529850238937576e-04 3.469153932291694359e-02
1.954994647905159094e-04 3.466578381079830906e-02
