1.000000000000000048e-04 1.992726749349017441e+07 1.992726749349017441e+07 1.992726749349017441e+07 1.992726749349017441e+07 1.992726749349017441e+07 1.992726749349017441e+07
1.006935148416371025e-04 1.992724850576401874e+07 1.992724850576401874e+07 1.992724850576401874e+07 1.992724850576401874e+07 1.992724850576401874e+07 1.992724850576401874e+07
1.013918393116299135e-04 1.992721500388159230e+07 1.992721500388159230e+07 1.992721500388159230e+07 1.992721500388159230e+07 1.992721500388159230e+07 1.992721500388159230e+07
1.020950067654649015e-04 1.992716771703743190e+07 1.992716771703743190e+07 1.992716771703743190e+07 1.992716771703743190e+07 1.992716771703743190e+07 1.992716771703743190e+07
1.028030507899538109e-04 1.992713388920624182e+07 1.992713388920624182e+07 1.992713388920624182e+07 1.992713388920624182e+07 1.992713388920624182e+07 1.992713388920624182e+07
1.035160052048378658e-04 1.992710661793273687e+07 1.992710661793273687e+07 1.992710661793273687e+07 1.992710661793273687e+07 1.992710661793273687e+07 1.992710661793273687e+07
1.042339040644032447e-04 1.992706472734339163e+07 1.992706472734339163e+07 1.992706472734339163e+07 1.992706472734339163e+07 1.992706472734339163e+07 1.992706472734339163e+07
1.049567816591076553e-04 1.992704216828000918e+07 1.992704216828000918e+07 1.992704216828000918e+07 1.992704216828000918e+07 1.992704216828000918e+07 1.992704216828000918e+07
1.056846725172182243e-04 1.992700055233322829e+07 1.992700055233322829e+07 1.992700055233322829e+07 1.992700055233322829e+07 1.992700055233322829e+07 1.992700055233322829e+07
1.064176114064606919e-04 1.992694391234904528e+07 1.992694391234904528e+07 1.992694391234904528e+07 1.992694391234904528e+07 1.992694391234904528e+07 1.992694391234904528e+07
1.071556333356801918e-04 1.992691924769185111e+07 1.992691924769185111e+07 1.992691924769185111e+07 1.992691924769185111e+07 1.992691924769185111e+07 1.992691924769185111e+07
1.078987735565133761e-04 1.992688992765692621e+07 1.992688992765692621e+07 1.992688992765692621e+07 1.992688992765692621e+07 1.992688992765692621e+07 1.992688992765692621e+07
1.086470675650721946e-04 1.992683934209767357e+07 1.992683934209767357e+07 1.992683934209767357e+07 1.992683934209767357e+07 1.992683934209767357e+07 1.992683934209767357e+07
1.094005511036394651e-04 1.992679890235526487e+07 1.992679890235526487e+07 1.992679890235526487e+07 1.992679890235526487e+07 1.992679890235526487e+07 1.992679890235526487e+07
1.101592601623759769e-04 1.992675804239869490e+07 1.992675804239869490e+07 1.992675804239869490e+07 1.992675804239869490e+07 1.992675804239869490e+07 1.992675804239869490e+07
1.109232309810396827e-04 1.992672014135818183e+07 1.992672014135818183e+07 1.992672014135818183e+07 1.992672014135818183e+07 1.992672014135818183e+07 1.992672014135818183e+07
1.116925000507166008e-04 1.992668735846449062e+07 1.992668735846449062e+07 1.992668735846449062e+07 1.992668735846449062e+07 1.992668735846449062e+07 1.992668735846449062e+07
1.124671041155638461e-04 1.992663873715205118e+07 1.992663873715205118e+07 1.992663873715205118e+07 1.992663873715205118e+07 1.992663873715205118e+07 1.992663873715205118e+07
1.132470801745647361e-04 1.992658937335772812e+07 1.992658937335772812e+07 1.992658937335772812e+07 1.992658937335772812e+07 1.992658937335772812e+07 1.992658937335772812e+07
1.140324654832960006e-04 1.992654911150261760e+07 1.992654911150261760e+07 1.992654911150261760e+07 1.992654911150261760e+07 1.992654911150261760e+07 1.992654911150261760e+07
1.148232975557073634e-04 1.992650896424521133e+07 1.992650896424521133e+07 1.992650896424521133e+07 1.992650896424521133e+07 1.992650896424521133e+07 1.992650896424521133e+07
1.156196141659133223e-04 1.992646431446447223e+07 1.992646431446447223e+07 1.992646431446447223e+07 1.992646431446447223e+07 1.992646431446447223e+07 1.992646431446447223e+07
1.164214533499974914e-04 1.992641267769715562e+07 1.992641267769715562e+07 1.992641267769715562e+07 1.992641267769715562e+07 1.992641267769715562e+07 1.992641267769715562e+07
1.172288534078293318e-04 1.992636563681624457e+07 1.992636563681624457e+07 1.992636563681624457e+07 1.992636563681624457e+07 1.992636563681624457e+07 1.992636563681624457e+07
1.180418529048936333e-04 1.992632335129604861e+07 1.992632335129604861e+07 1.992632335129604861e+07 1.992632335129604861e+07 1.992632335129604861e+07 1.992632335129604861e+07
1.188604906741323850e-04 1.992628006070307642e+07 1.992628006070307642e+07 1.992628006070307642e+07 1.992628006070307642e+07 1.992628006070307642e+07 1.992628006070307642e+07
1.196848058178001699e-04 1.992623632886627316e+07 1.992623632886627316e+07 1.992623632886627316e+07 1.992623632886627316e+07 1.992623632886627316e+07 1.992623632886627316e+07
1.205148377093311616e-04 1.992619222364791483e+07 1.992619222364791483e+07 1.992619222364791483e+07 1.992619222364791483e+07 1.992619222364791483e+07 1.992619222364791483e+07
1.213506259952202416e-04 1.992614661677971110e+07 1.992614661677971110e+07 1.992614661677971110e+07 1.992614661677971110e+07 1.992614661677971110e+07 1.992614661677971110e+07
1.221922105969166128e-04 1.992610386832904443e+07 1.992610386832904443e+07 1.992610386832904443e+07 1.992610386832904443e+07 1.992610386832904443e+07 1.992610386832904443e+07
1.230396317127307082e-04 1.992605216427559778e+07 1.992605216427559778e+07 1.992605216427559778e+07 1.992605216427559778e+07 1.992605216427559778e+07 1.992605216427559778e+07
1.238929298197541092e-04 1.992598584970516339e+07 1.992598584970516339e+07 1.992598584970516339e+07 1.992598584970516339e+07 1.992598584970516339e+07 1.992598584970516339e+07
1.247521456757931524e-04 1.992594287060995027e+07 1.992594287060995027e+07 1.992594287060995027e+07 1.992594287060995027e+07 1.992594287060995027e+07 1.992594287060995027e+07
1.256173203213155202e-04 1.992589329211413115e+07 1.992589329211413115e+07 1.992589329211413115e+07 1.992589329211413115e+07 1.992589329211413115e+07 1.992589329211413115e+07
1.264884950814106404e-04 1.992583728370572999e+07 1.992583728370572999e+07 1.992583728370572999e+07 1.992583728370572999e+07 1.992583728370572999e+07 1.992583728370572999e+07
1.273657115677636394e-04 1.992577768528124318e+07 1.992577768528124318e+07 1.992577768528124318e+07 1.992577768528124318e+07 1.992577768528124318e+07 1.992577768528124318e+07
1.282490116806427928e-04 1.992572735871088877e+07 1.992572735871088877e+07 1.992572735871088877e+07 1.992572735871088877e+07 1.992572735871088877e+07 1.992572735871088877e+07
1.291384376109009626e-04 1.992565232891607657e+07 1.992565232891607657e+07 1.992565232891607657e+07 1.992565232891607657e+07 1.992565232891607657e+07 1.992565232891607657e+07
1.300340318419908043e-04 1.992562354429312050e+07 1.992562354429312050e+07 1.992562354429312050e+07 1.992562354429312050e+07 1.992562354429312050e+07 1.992562354429312050e+07
1.309358371519941488e-04 1.992555424239912629e+07 1.992555424239912629e+07 1.992555424239912629e+07 1.992555424239912629e+07 1.992555424239912629e+07 1.992555424239912629e+07
1.318438966156649920e-04 1.992550072253068909e+07 1.992550072253068909e+07 1.992550072253068909e+07 1.992550072253068909e+07 1.992550072253068909e+07 1.992550072253068909e+07
1.327582536064873104e-04 1.992543358164074644e+07 1.992543358164074644e+07 1.992543358164074644e+07 1.992543358164074644e+07 1.992543358164074644e+07 1.992543358164074644e+07
1.336789517987465106e-04 1.992539141156950966e+07 1.992539141156950966e+07 1.992539141156950966e+07 1.992539141156950966e+07 1.992539141156950966e+07 1.992539141156950966e+07
