1.000000000000000048e-04 1.996236203920603916e+07 1.996236203920603916e+07 1.996236203920603916e+07 1.996236203920603916e+07 1.996236203920603916e+07 1.996236203920603916e+07
1.006935148416371025e-04 1.996233797009053081e+07 1.996233797009053081e+07 1.996233797009053081e+07 1.996233797009053081e+07 1.996233797009053081e+07 1.996233797009053081e+07
1.013918393116299135e-04 1.996231829219985008e+07 1.996231829219985008e+07 1.996231829219985008e+07 1.996231829219985008e+07 1.996231829219985008e+07 1.996231829219985008e+07
1.020950067654649015e-04 1.996225920810673758e+07 1.996225920810673758e+07 1.996225920810673758e+07 1.996225920810673758e+07 1.996225920810673758e+07 1.996225920810673758e+07
1.028030507899538109e-04 1.996222031874191761e+07 1.996222031874191761e+07 1.996222031874191761e+07 1.996222031874191761e+07 1.996222031874191761e+07 1.996222031874191761e+07
1.035160052048378658e-04 1.996219468417878821e+07 1.996219468417878821e+07 1.996219468417878821e+07 1.996219468417878821e+07 1.996219468417878821e+07 1.996219468417878821e+07
1.042339040644032447e-04 1.996215390198257193e+07 1.996215390198257193e+07 1.996215390198257193e+07 1.996215390198257193e+07 1.996215390198257193e+07 1.996215390198257193e+07
1.049567816591076553e-04 1.996212180216729641e+07 1.996212180216729641e+07 1.996212180216729641e+07 1.996212180216729641e+07 1.996212180216729641e+07 1.996212180216729641e+07
1.056846725172182243e-04 1.996207022501173988e+07 1.996207022501173988e+07 1.996207022501173988e+07 1.996207022501173988e+07 1.996207022501173988e+07 1.996207022501173988e+07
1.064176114064606919e-04 1.996202561862980574e+07 1.996202561862980574e+07 1.996202561862980574e+07 1.996202561862980574e+07 1.996202561862980574e+07 1.996202561862980574e+07
1.071556333356801918e-04 1.996199721671800688e+07 1.996199721671800688e+07 1.996199721671800688e+07 1.996199721671800688e+07 1.996199721671800688e+07 1.996199721671800688e+07
1.078987735565133761e-04 1.996195718643923104e+07 1.996195718643923104e+07 1.996195718643923104e+07 1.996195718643923104e+07 1.996195718643923104e+07 1.996195718643923104e+07
1.086470675650721946e-04 1.996191282231795043e+07 1.996191282231795043e+07 1.996191282231795043e+07 1.996191282231795043e+07 1.996191282231795043e+07 1.996191282231795043e+07
1.094005511036394651e-04 1.996186725015140325e+07 1.996186725015140325e+07 1.996186725015140325e+07 1.996186725015140325e+07 1.996186725015140325e+07 1.996186725015140325e+07
