1.074959999999999954e-05 -3.927315307299608594e+13 -3.927315307299608594e+13 -5.235772818784291406e+13 -5.235772818784291406e+13 -3.927315307299608594e+13 -3.927315307299608594e+13 -3.927315307299608594e+13 -3.927315307299608594e+13 -1.845634203281181908e+04 -3.913715897380688281e+13 -3.913715897380688281e+13 8.564714089651401155e+05
1.085759999999999918e-05 -3.888250499866257031e+13 -3.888250499866257031e+13 -5.183692850427683594e+13 -5.183692850427683594e+13 -3.888250499866257031e+13 -3.888250499866257031e+13 -3.888250499866257031e+13 -3.887288775775268750e+13 -1.827275772877191412e+04 -3.874786362592418750e+13 -3.874786362592418750e+13 8.565114754343017703e+05
1.096669999999999954e-05 -3.849569025080276562e+13 -3.849569025080276562e+13 -5.131171772485187500e+13 -5.132123929058296875e+13 -3.849569025080276562e+13 -3.849569025080276562e+13 -3.849569025080276562e+13 -3.848616868507167188e+13 -1.809097488906543731e+04 -3.836238833056748438e+13 -3.836238833056748438e+13 8.564648375116809038e+05
1.107690000000000062e-05 -3.811271080116988281e+13 -3.811271080116988281e+13 -5.081066317544043750e+13 -5.081066317544043750e+13 -3.811271080116988281e+13 -3.811271080116988281e+13 -3.811271080116988281e+13 -3.810328396199076562e+13 -1.791099444031397798e+04 -3.798073505266224219e+13 -3.798073505266224219e+13 8.565226078145696083e+05
1.118829999999999925e-05 -3.773322902259313281e+13 -3.773322902259313281e+13 -5.030475004496092188e+13 -5.030475004496092188e+13 -3.773322902259313281e+13 -3.773322902259313281e+13 -3.773322902259313281e+13 -3.772389604484824219e+13 -1.773265771528417463e+04 -3.760256733416466406e+13 -3.760256733416466406e+13 8.564873676486207405e+05
1.130070000000000007e-05 -3.735792351566528125e+13 -3.735792351566528125e+13 -4.980440458803757031e+13 -4.980440458803757031e+13 -3.735792351566528125e+13 -3.735792351566528125e+13 -3.735792351566528125e+13 -3.734868336639106250e+13 -1.755628362100700906e+04 -3.722856142582622656e+13 -3.722856142582622656e+13 8.564694362273114966e+05
1.141430000000000013e-05 -3.698612146811269531e+13 -3.698612146811269531e+13 -4.930872983258160156e+13 -4.930872983258160156e+13 -3.698612146811269531e+13 -3.698612146811269531e+13 -3.698612146811269531e+13 -3.697697328075971094e+13 -1.738155597066083283e+04 -3.685804684517092188e+13 -3.685804684517092188e+13 8.564532999863291625e+05
1.152899999999999922e-05 -3.661815302918542188e+13 -3.661815302918542188e+13 -4.881816592315345312e+13 -4.880910874951278906e+13 -3.661815302918542188e+13 -3.661815302918542188e+13 -3.661815302918542188e+13 -3.660909585554475781e+13 -1.811434728133664976e+04 -3.649135259821618750e+13 -3.649135259821618750e+13 8.565369111971475650e+05
1.164489999999999925e-05 -3.625369786545858594e+13 -3.625369786545858594e+13 -4.833228580134103125e+13 -4.833228580134103125e+13 -3.625369786545858594e+13 -3.625369786545858594e+13 -3.625369786545858594e+13 -3.624473083655295312e+13 -1.793405781127620139e+04 -3.612815946077977344e+13 -3.612815946077977344e+13 8.564409307766387938e+05
1.176189999999999999e-05 -3.589306883016167969e+13 -3.589306883016167969e+13 -4.785150655319600781e+13 -4.785150655319600781e+13 -3.589306883016167969e+13 -3.589306883016167969e+13 -3.589306883016167969e+13 -3.588419099963232812e+13 -1.775566105871757463e+04 -3.576877920275078125e+13 -3.576877920275078125e+13 8.564443111663847230e+05
